question,query
Price of Apache RR 310  ,SELECT price FROM bikes where model = 'Apache RR 310';
Cost of Apache RR 310  ,SELECT price FROM bikes where model = 'Apache RR 310';
what is the power of Apache RR 310  ,SELECT power_figures_in_bhp FROM bikes where model = 'Apache RR 310';
What are the power figures of Apache RR 310  ,SELECT power_figures_in_bhp FROM bikes where model = 'Apache RR 310';
Apache RR 310 power output  ,SELECT power_figures_in_bhp FROM bikes where model = 'Apache RR 310';
How much power does Apache RR 310 produce  ,SELECT power_figures_in_bhp FROM bikes where model = 'Apache RR 310';
Power specs for Apache RR 310  ,SELECT power_figures_in_bhp FROM bikes where model = 'Apache RR 310';
Apache RR 310 horsepower  ,SELECT power_figures_in_bhp FROM bikes where model = 'Apache RR 310';
List all the details of the Apache RTR 200 4V  ,SELECT * FROM bikes where model = 'Apache RTR 200 4V';
Provide all details of Apache RTR 200 4V  ,SELECT * FROM bikes where model = 'Apache RTR 200 4V';
List complete specifications for Apache RTR 200 4V  ,SELECT * FROM bikes where model = 'Apache RTR 200 4V';
What are the specs of the Apache RTR 200 4V  ,SELECT * FROM bikes where model = 'Apache RTR 200 4V';
Show all details for Apache RTR 200 4V  ,SELECT * FROM bikes where model = 'Apache RTR 200 4V';
What is the mileage of the Apache RTR 200 4V  ,SELECT milage_in_kmpl FROM bikes where model = 'Apache RTR 200 4V';
What is the fuel efficiency of Apache RTR 200 4V  ,SELECT milage_in_kmpl FROM bikes where model = 'Apache RTR 200 4V';
How many km per liter does Apache RTR 200 4V give  ,SELECT milage_in_kmpl FROM bikes where model = 'Apache RTR 200 4V';
What’s the mileage of Apache RTR 200 4V  ,SELECT milage_in_kmpl FROM bikes where model = 'Apache RTR 200 4V';
Apache RTR 200 4V mileage  ,SELECT milage_in_kmpl FROM bikes where model = 'Apache RTR 200 4V';
What is the price of the Apache RTR 200 4V  ,SELECT price FROM bikes where model = 'Apache RTR 200 4V';
What’s the cost of Apache RTR 200 4V  ,SELECT price FROM bikes where model = 'Apache RTR 200 4V';
How much does Apache RTR 200 4V cost  ,SELECT price FROM bikes where model = 'Apache RTR 200 4V';
Price of Apache RTR 200 4V  ,SELECT price FROM bikes where model = 'Apache RTR 200 4V';
Cost of Apache RTR 200 4V  ,SELECT price FROM bikes where model = 'Apache RTR 200 4V';
What are the power figures of Apache RTR 200 4V  ,SELECT power_figures_in_bhp FROM bikes where model = 'Apache RTR 200 4V';
What is the power of Apache RTR 200 4V  ,SELECT power_figures_in_bhp FROM bikes where model = 'Apache RTR 200 4V';
Apache RTR 200 4V power output  ,SELECT power_figures_in_bhp FROM bikes where model = 'Apache RTR 200 4V';
How much power does Apache RTR 200 4V produce  ,SELECT power_figures_in_bhp FROM bikes where model = 'Apache RTR 200 4V';
Power specs for Apache RTR 200 4V  ,SELECT power_figures_in_bhp FROM bikes where model = 'Apache RTR 200 4V';
Apache RTR 200 4V horsepower  ,SELECT power_figures_in_bhp FROM bikes where model = 'Apache RTR 200 4V';
List all the details of the Apache RTR 310  ,SELECT * FROM bikes where model = 'Apache RTR 310';
Provide all details of Apache RTR 310  ,SELECT * FROM bikes where model = 'Apache RTR 310';
List complete specifications for Apache RTR 310  ,SELECT * FROM bikes where model = 'Apache RTR 310';
What are the specs of the Apache RTR 310  ,SELECT * FROM bikes where model = 'Apache RTR 310';
Show all details for Apache RTR 310  ,SELECT * FROM bikes where model = 'Apache RTR 310';
What is the mileage of the Apache RTR 310  ,SELECT milage_in_kmpl FROM bikes where model = 'Apache RTR 310';
What is the fuel efficiency of Apache RTR 310  ,SELECT milage_in_kmpl FROM bikes where model = 'Apache RTR 310';
How many km per liter does Apache RTR 310 give  ,SELECT milage_in_kmpl FROM bikes where model = 'Apache RTR 310';
What’s the mileage of Apache RTR 310  ,SELECT milage_in_kmpl FROM bikes where model = 'Apache RTR 310';
Apache RTR 310 mileage  ,SELECT milage_in_kmpl FROM bikes where model = 'Apache RTR 310';
What is the price of the Apache RTR 310  ,SELECT price FROM bikes where model = 'Apache RTR 310';
What’s the cost of Apache RTR 310  ,SELECT price FROM bikes where model = 'Apache RTR 310';
How much does Apache RTR 310 cost  ,SELECT price FROM bikes where model = 'Apache RTR 310';
Price of Apache RTR 310  ,SELECT price FROM bikes where model = 'Apache RTR 310';
Cost of Apache RTR 310  ,SELECT price FROM bikes where model = 'Apache RTR 310';
what is the power of Apache RTR 310  ,SELECT power_figures_in_bhp FROM bikes where model = 'Apache RTR 310';
What are the power figures of Apache RTR 310  ,SELECT power_figures_in_bhp FROM bikes where model = 'Apache RTR 310';
Apache RTR 310 power output  ,SELECT power_figures_in_bhp FROM bikes where model = 'Apache RTR 310';
How much power does Apache RTR 310 produce  ,SELECT power_figures_in_bhp FROM bikes where model = 'Apache RTR 310';
Power specs for Apache RTR 310  ,SELECT power_figures_in_bhp FROM bikes where model = 'Apache RTR 310';
Apache RTR 310 horsepower  ,SELECT power_figures_in_bhp FROM bikes where model = 'Apache RTR 310';
List all the details of the Radeon  ,SELECT * FROM bikes where model = 'Radeon';
Provide all details of Radeon  ,SELECT * FROM bikes where model = 'Radeon';
List complete specifications for Radeon  ,SELECT * FROM bikes where model = 'Radeon';
What are the specs of the Radeon  ,SELECT * FROM bikes where model = 'Radeon';
Show all details for Radeon  ,SELECT * FROM bikes where model = 'Radeon';
What is the mileage of the Radeon  ,SELECT milage_in_kmpl FROM bikes where model = 'Radeon';
What is the fuel efficiency of Radeon  ,SELECT milage_in_kmpl FROM bikes where model = 'Radeon';
How many km per liter does Radeon give  ,SELECT milage_in_kmpl FROM bikes where model = 'Radeon';
What’s the mileage of Radeon  ,SELECT milage_in_kmpl FROM bikes where model = 'Radeon';
Radeon mileage  ,SELECT milage_in_kmpl FROM bikes where model = 'Radeon';
What is the price of the Radeon  ,SELECT price FROM bikes where model = 'Radeon';
What’s the cost of Radeon  ,SELECT price FROM bikes where model = 'Radeon';
How much does Radeon cost  ,SELECT price FROM bikes where model = 'Radeon';
Price of Radeon  ,SELECT price FROM bikes where model = 'Radeon';
Cost of Radeon  ,SELECT price FROM bikes where model = 'Radeon';
What are the power figures of Radeon  ,SELECT power_figures_in_bhp FROM bikes where model = 'Radeon';
what is the power of Radeon  ,SELECT power_figures_in_bhp FROM bikes where model = 'Radeon';
Radeon power output  ,SELECT power_figures_in_bhp FROM bikes where model = 'Radeon';
How much power does Radeon produce  ,SELECT power_figures_in_bhp FROM bikes where model = 'Radeon';
Power specs for Radeon  ,SELECT power_figures_in_bhp FROM bikes where model = 'Radeon';
Radeon horsepower  ,SELECT power_figures_in_bhp FROM bikes where model = 'Radeon';
List all the details of the Shine 100  ,SELECT * FROM bikes where model = 'shine 100';
Provide all details of Shine 100  ,SELECT * FROM bikes where model = 'shine 100';
List complete specifications for Shine 100  ,SELECT * FROM bikes where model = 'shine 100';
What are the specs of the Shine 100  ,SELECT * FROM bikes where model = 'shine 100';
Show all details for Shine 100  ,SELECT * FROM bikes where model = 'shine 100';
What is the mileage of the Shine 100  ,SELECT milage_in_kmpl FROM bikes where model = 'shine 100';
What is the fuel efficiency of Shine 100  ,SELECT milage_in_kmpl FROM bikes where model = 'shine 100';
How many km per liter does Shine 100 give  ,SELECT milage_in_kmpl FROM bikes where model = 'shine 100';
What’s the mileage of Shine 100  ,SELECT milage_in_kmpl FROM bikes where model = 'shine 100';
Shine 100 mileage  ,SELECT milage_in_kmpl FROM bikes where model = 'shine 100';
What is the price of the Shine 100  ,SELECT price FROM bikes where model = 'shine 100';
What’s the cost of Shine 100  ,SELECT price FROM bikes where model = 'shine 100';
How much does Shine 100 cost  ,SELECT price FROM bikes where model = 'shine 100';
Price of Shine 100  ,SELECT price FROM bikes where model = 'shine 100';
Cost of Shine 100  ,SELECT price FROM bikes where model = 'shine 100';
What are the power figures of Shine 100  ,SELECT power_figures_in_bhp FROM bikes where model = 'shine 100';
what is the power of Shine 100 ,SELECT power_figures_in_bhp FROM bikes where model = 'shine 100';
Shine 100 power output  ,SELECT power_figures_in_bhp FROM bikes where model = 'shine 100';
How much power does Shine 100 produce  ,SELECT power_figures_in_bhp FROM bikes where model = 'shine 100';
Power specs for Shine 100  ,SELECT power_figures_in_bhp FROM bikes where model = 'shine 100';
Shine 100 horsepower  ,SELECT power_figures_in_bhp FROM bikes where model = 'shine 100';
List all the details of the CB 300R  ,SELECT * FROM bikes where model = 'CB 300R';
Provide all details of CB 300R  ,SELECT * FROM bikes where model = 'CB 300R';
List complete specifications for CB 300R  ,SELECT * FROM bikes where model = 'CB 300R';
What are the specs of the CB 300R  ,SELECT * FROM bikes where model = 'CB 300R';
Show all details for CB 300R  ,SELECT * FROM bikes where model = 'CB 300R';
What is the mileage of the CB 300R  ,SELECT * FROM bikes where model = 'CB 300R';
What is the fuel efficiency of CB 300R  ,SELECT milage_in_kmpl FROM bikes where model = 'CB 300R';
How many km  per liter does CB 300R give  ,SELECT milage_in_kmpl FROM bikes where model = 'CB 300R';
What’s the mileage of CB 300R  ,SELECT milage_in_kmpl FROM bikes where model = 'CB 300R';
CB 300R mileage  ,SELECT milage_in_kmpl FROM bikes where model = 'CB 300R';
What is the price of the CB 300R  ,SELECT milage_in_kmpl FROM bikes where model = 'CB 300R';
What’s the cost of CB 300R  ,SELECT price FROM bikes where model = 'CB 300R';
How much does CB 300R cost  ,SELECT price FROM bikes where model = 'CB 300R';
Price of CB 300R  ,SELECT price FROM bikes where model = 'CB 300R';
Cost of CB 300R  ,SELECT price FROM bikes where model = 'CB 300R';
What are the power figures of CB 300R  ,SELECT power_figures_in_bhp FROM bikes where model = 'CB 300R';
what is the power of CB 300R,SELECT power_figures_in_bhp FROM bikes where model = 'CB 300R';
CB 300R power output  ,SELECT power_figures_in_bhp FROM bikes where model = 'CB 300R';
How much power does CB 300R produce  ,SELECT power_figures_in_bhp FROM bikes where model = 'CB 300R';
Power specs for CB 300R  ,SELECT power_figures_in_bhp FROM bikes where model = 'CB 300R';
CB 300R horsepower  ,SELECT power_figures_in_bhp FROM bikes where model = 'CB 300R';
List all the details of the Goldwing Tour  ,SELECT * FROM bikes where model = 'Goldwing Tour';
Provide all details of Goldwing Tour  ,SELECT * FROM bikes where model = 'Goldwing Tour';
List complete specifications for Goldwing Tour  ,SELECT * FROM bikes where model = 'Goldwing Tour';
What are the specs of the Goldwing Tour  ,SELECT * FROM bikes where model = 'Goldwing Tour';
Show all details for Goldwing Tour  ,SELECT * FROM bikes where model = 'Goldwing Tour';
What is the mileage of the Goldwing Tour  ,SELECT milage_in_kmpl FROM bikes where model = 'Goldwing Tour';
What is the fuel efficiency of Goldwing Tour  ,SELECT milage_in_kmpl FROM bikes where model = 'Goldwing Tour';
How many km per liter does Goldwing Tour give  ,SELECT milage_in_kmpl FROM bikes where model = 'Goldwing Tour';
What’s the mileage of Goldwing Tour  ,SELECT milage_in_kmpl FROM bikes where model = 'Goldwing Tour';
Goldwing Tour mileage  ,SELECT milage_in_kmpl FROM bikes where model = 'Goldwing Tour';
What is the price of the Goldwing Tour  ,SELECT price FROM bikes where model = 'Goldwing Tour';
What’s the cost of Goldwing Tour  ,SELECT price FROM bikes where model = 'Goldwing Tour';
How much does Goldwing Tour cost  ,SELECT price FROM bikes where model = 'Goldwing Tour';
Price of Goldwing Tour  ,SELECT price FROM bikes where model = 'Goldwing Tour';
Cost of Goldwing Tour  ,SELECT price FROM bikes where model = 'Goldwing Tour';
What are the power figures of Goldwing Tour  ,SELECT power_figures_in_bhp FROM bikes where model = 'Goldwing Tour';
What is the power of Goldwing Tour  ,SELECT power_figures_in_bhp FROM bikes where model = 'Goldwing Tour';
Goldwing Tour power output  ,SELECT power_figures_in_bhp FROM bikes where model = 'Goldwing Tour';
How much power does Goldwing Tour produce  ,SELECT power_figures_in_bhp FROM bikes where model = 'Goldwing Tour';
Power specs for Goldwing Tour  ,SELECT power_figures_in_bhp FROM bikes where model = 'Goldwing Tour';
Goldwing Tour horsepower  ,SELECT power_figures_in_bhp FROM bikes where model = 'Goldwing Tour';
List all the details of the NX 500  ,SELECT * FROM bikes where model = 'NX 500';
Provide all details of NX 500  ,SELECT * FROM bikes where model = 'NX 500';
List complete specifications for NX 500  ,SELECT * FROM bikes where model = 'NX 500';
What are the specs of the NX 500  ,SELECT * FROM bikes where model = 'NX 500';
Show all details for NX 500  ,SELECT * FROM bikes where model = 'NX 500';
What is the mileage of the NX 500  ,SELECT milage_in_kmpl FROM bikes where model = 'NX 500';
What is the fuel efficiency of NX 500  ,SELECT milage_in_kmpl FROM bikes where model = 'NX 500';
How many km per liter does NX 500 give  ,SELECT milage_in_kmpl FROM bikes where model = 'NX 500';
What’s the mileage of NX 500  ,SELECT milage_in_kmpl FROM bikes where model = 'NX 500';
NX 500 mileage  ,SELECT milage_in_kmpl FROM bikes where model = 'NX 500';
What is the price of the NX 500  ,SELECT price FROM bikes where model = 'NX 500';
What’s the cost of NX 500  ,SELECT price FROM bikes where model = 'NX 500';
How much does NX 500 cost  ,SELECT price FROM bikes where model = 'NX 500';
Price of NX 500  ,SELECT price FROM bikes where model = 'NX 500';
Cost of NX 500  ,SELECT price FROM bikes where model = 'NX 500';
What are the power figures of NX 500  ,SELECT power_figures_in_bhp FROM bikes where model = 'NX 500';
what is the power of NX 500,SELECT power_figures_in_bhp FROM bikes where model = 'NX 500';
NX 500 power output  ,SELECT power_figures_in_bhp FROM bikes where model = 'NX 500';
How much power does NX 500 produce  ,SELECT power_figures_in_bhp FROM bikes where model = 'NX 500';
Power specs for NX 500  ,SELECT power_figures_in_bhp FROM bikes where model = 'NX 500';
NX 500 horsepower  ,SELECT power_figures_in_bhp FROM bikes where model = 'NX 500';
all the bikes manufactured by Bajaj,SELECT * FROM office.bikes WHERE manufacturer = 'Bajaj';
all the bikes manufactured by Honda,SELECT * FROM office.bikes WHERE manufacturer = 'Honda';
all the bikes manufactured by Hero,SELECT * FROM office.bikes WHERE manufacturer = 'Hero';
all the bikes manufactured by Tvs,SELECT * FROM office.bikes WHERE manufacturer = 'Tvs';
list all the bikes manufactured by Bajaj,SELECT * FROM office.bikes WHERE manufacturer = 'Bajaj';
list all the bikes manufactured by Honda,SELECT * FROM office.bikes WHERE manufacturer = 'Honda';
list all the bikes manufactured by Hero,SELECT * FROM office.bikes WHERE manufacturer = 'Hero';
list all the bikes manufactured by Tvs,SELECT * FROM office.bikes WHERE manufacturer = 'Tvs';
list the bikes manufactured by bajaj,SELECT * FROM office.bikes WHERE manufacturer = 'Bajaj';
list the bikes manufactured by honda,SELECT * FROM office.bikes WHERE manufacturer = 'Honda';
list the bikes manufactured by hero,SELECT * FROM office.bikes WHERE manufacturer = 'Hero';
list the bikes manufactured by tvs,SELECT * FROM office.bikes WHERE manufacturer = 'Tvs';
show all the bikes manufactured by bajaj,SELECT * FROM office.bikes WHERE manufacturer = 'Bajaj';
show all the bikes manufactured by honda,SELECT * FROM office.bikes WHERE manufacturer = 'Honda';
show all the bikes manufactured by hero,SELECT * FROM office.bikes WHERE manufacturer = 'Hero';
